분야,사업내용,사업기간,직접수행,지자체보조,민간보조,출연,위탁,융자,지방비매칭,시행주체,지방비매칭여부,사업비,단위사업명,경비내역1,경비내역1사업비,경비내역2,경비내역2사업비,경비내역3,경비내역3사업비,경비내역4,경비내역4사업비,경비내역5,경비내역5사업비,경비내역6,경비내역6사업비,경비내역7,경비내역7사업비,경비내역8,경비내역8사업비,출처파일,매칭패턴,주요부처,사업비규모,사업유형,지역관련성,민간참여도,성과계획서매칭,해당_성과계획서_파일,PDF_매칭여부,PDF_사업명,PDF_예산_억원,PDF_예산_백만원,예산_검증상태,예산_오차율,PDF_출처페이지,예산_숫자,경북관련도점수,경북관련성_최종
,도로분야에서 AI 기술을 활용한 AI응용제품의 상용화를 지원하는 사업,계속사업,Y,N,Y,N,N,N,N,민간,,"461,290,000천원",국도시설개량,디지털도로 AI 신기술 지원사업,"42,000,000천원",국도시설개량,"26,801,000천원",,,,,,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 5권.txt,직접수행,민간,대규모(1000억원 이상),인프라/건설,일반,민간주도,매칭어려움,,No,,0.0,0,,0.0,0,461290000,160.0,B급_간접관련
,해양에너지 및 해양광물자원 기술개발,계속사업,N,N,N,Y,N,N,N,해양수산과학기술진흥원,,"89,834,000천원",연구장비개발 및,심해저 광물자원 기술개발(R&D),"8,141,000천원",해양자원 탐사를 위한 무인체계 기술개발(R&D),"2,100,000천원",연구장비개발 및,"89,834,000천원",,,,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 3권.txt,출연,해양수산부,대규모(1000억원 이상),R&D/연구개발,일반,공공주도,매칭가능,[27]2026년도 성과계획서_해양수산부.pdf,No,,0.0,0,,0.0,0,89834000,156.0,B급_간접관련
,해양수산 산업육성을 위해 중소기업 RD 지원 및 RD 성과의 사 업화 지원,계속사업,N,N,N,Y,N,N,N,해양수산과학기술진흥원,,"120,854,000천원",해양수산산업진,해양수산 과학기술 국제협력 고도화사업(R&D),"3,000,000천원",해양수산 딥테크 육성 기술개발(R&D),"8,350,000천원",해양블루테크미래리더양성프로젝트(R&D),"5,780,000천원",,,,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 3권.txt,출연,해양수산부,대규모(1000억원 이상),지원/보조,일반,공공주도,매칭가능,[27]2026년도 성과계획서_해양수산부.pdf,No,,0.0,0,,0.0,0,120854000,156.0,B급_간접관련
,대도시권 교통난 해소를 위한 도시철도망,계속사업,N,Y,N,N,N,N,Y,"지자체, 지역교통공사 등 6. 지방비매칭  7,914.79억원",914.79억원,"977,504,000천원",양산도시철도 건설,서울도시철도,9천원,부산 사상-하단 도시철도 건설,"30,000,000천원",경량전철건설지,"54,800,000천원",광주도시철도2호선건설,"166,540,000천원",양산도시철도 건설,"47,097,000천원",대전도시철도2호선건설,"180,000,000천원",도시철도 노후시설 개선지원,"55,452,000천원",서울지하철7호선청라연장,"140,500,000천원",2. 2026년도 세입세출예산안사업별 설명서 5권.txt,"지자체보조, 지방비매칭",국토교통부,대규모(1000억원 이상),인프라/건설,지역특화,공공주도,매칭가능,[26]2026년도 성과계획서_국토교통부.pdf,No,,0.0,0,,0.0,0,977504000,156.0,B급_간접관련
,다목적소형원자로 등 혁신원자력기술 실증시장개척을 위한 부지 개발 및 필수기반시설장비 구축,2021년-2027년,N,N,Y,Y,N,N,N,민간,,"155,500,000천원",혁신원자력연구개발기반조성,혁신원자력연구개발기반조성,"18,858,000천원",수출용 신형 연,"155,500,000천원",,,,,,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 2권.txt,출연,민간,대규모(1000억원 이상),R&D/연구개발,일반,민간주도,매칭어려움,,No,,0.0,0,,0.0,0,155500000,150.0,B급_간접관련
,지역산업 모니터링 플랫폼 구축,계속사업,Y,N,N,Y,N,N,N,산업연구원,,"1,619,950,000천원",지역산업종합정보시스템구축(정보화),지역산업종합정보시스템구축(정보화),"1,439,000천원",주력산업국제협,"118,000천원",3500 주력산업진흥,"1,619,950,000천원",,,,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 4권.txt,직접수행,기타,대규모(1000억원 이상),인프라/건설,지역특화,공공주도,매칭어려움,,No,,0.0,0,,0.0,0,1619950000,150.0,B급_간접관련
,산학연협력 및 지역연구개발 활성화 지원,계속사업,N,Y,N,Y,N,N,Y,한국연구재단 등,9억원,"50,163,000천원",광역경제권산업,산학연협력 활성화 지원(R&D),"56,925,000천원",광역경제권산업,"25,063,000천원",지역연구개발혁신지원(R&D),"89,016,000천원",연구산업진흥단지 육성(R&D),"4,000,000천원",딥테크 스케일업 밸리 육성(R&D),"9,225,000천원",,,,,,,2. 2026년도 세입세출예산안사업별 설명서 2권.txt,"지자체보조, 출연, 지방비매칭",과학기술정보통신부,대규모(1000억원 이상),R&D/연구개발,지역특화,공공주도,매칭가능,[12]2026년도 성과계획서_과학기술정보통신부.pdf,Yes,광역경제권산업경쟁력강화(일반),2.25,2250,불일치,22194.67,409,50163000,145.6,B급_간접관련
,"의료 AI 반도체 전후방 인력양성, 산학연 프로젝트 지원, 인프라 구축",계속사업,N,N,N,Y,N,N,N,정보통신기획평가원,,"67,837,000천원",지역디지털인재양성,의료 AI 반도체 전문인력 양성센터 구축,"2,922,000천원",SW융합인력양성,"66,323,000천원",2200 SW산업진흥,"67,837,000천원",,,,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 2권.txt,출연,과학기술정보통신부,대규모(1000억원 이상),인프라/건설,일반,공공주도,매칭가능,[12]2026년도 성과계획서_과학기술정보통신부.pdf,No,,0.0,0,,0.0,0,67837000,145.6,B급_간접관련
,해양레저 관광 SOC 및 정책지원,계속사업,Y,Y,Y,Y,N,N,Y,"국가, 지자체, 민간 6. 지방비매칭  10.6억원",10.6억원,"309,084,000천원",해양관광육성(지원),해양관광육성(지원),"4,695,000천원",해양수산산업진,"2,000,000천원",,,,,,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 3권.txt,출연,국가기관,대규모(1000억원 이상),지원/보조,지역특화,관민협력(3자),부분매칭,,No,,0.0,0,,0.0,0,309084000,143.0,B급_간접관련
,수소산업 진흥을 위한 기반구축,계속사업,N,N,Y,Y,N,N,Y,"민간, 한국가스공사 등",45억원,"497,163,000천원",수소산업진흥 기반구축사업,수소산업진흥 기반구축사업,"26,458,000천원",석유안정공급,"78,073,000천원",수소유통 기반구축사업,"4,853,000천원",저탄소 암모니아 유통구조 구축 시범 연구사업,"1,935,000천원",해외청정수소암모니아생산및도입기반구축,"1,485,000천원",수소터빈시험연구센터구축,"20,900,000천원",CCUS(이산화탄소 포집수송저장 및 활용) 진흥센터 구축,"8,800,000천원",수소연료전지 고도화지원센터 플랫폼 구축,"599,000천원",2. 2026년도 세입세출예산안사업별 설명서 4권.txt,민간보조,국가기관,대규모(1000억원 이상),인프라/건설,전국단위,관민협력(2자),부분매칭,,No,,0.0,0,,0.0,0,497163000,143.0,B급_간접관련
,생태계 우수지역에 대한 보존 및 관리,계속사업,Y,Y,N,Y,N,N,Y,"국가, 한국환경산업기술원 등",56억원,"152,674,000천원",국토환경 녹색복원,국토환경 녹색복원,"9,826,000천원",생태계보전부담금 반환사업,"14,100,000천원",생태경관보전지역 및 특정도서 관리,"7,313,000천원",자연자원의 이용,"152,674,000천원",기후변화 적응을 위한 생태계 복원 및 관리 기술개발사업(,"5,900,000천원",,,,,,,2. 2026년도 세입세출예산안사업별 설명서 5권.txt,"직접수행, 출연",산업통상자원부,대규모(1000억원 이상),운영/관리,지역특화,공공주도,매칭가능,[21]2026년도 성과계획서_산업통상자원부.pdf,No,,0.0,0,,0.0,0,152674000,143.0,C급_정책참고
,"수산직불제 시행, 어업자원관리를 위한 수산행정정보시스템 구축",계속사업,Y,N,Y,N,N,N,N,국가,,"55,522,000천원",수산정보화(정보화),수산정보화(정보화),"1,070,000천원",원양어업기반구,"55,522,000천원",관(부문),202천원,6 예산안,202천원,감 사 업 개 요 및 경 비 내 역 항(프로그램) 사업(단위사업),350천원,0 원양협력,"55,522,000천원",,,,,2. 2026년도 세입세출예산안사업별 설명서 3권.txt,"직접수행, 민간보조",국가기관,대규모(1000억원 이상),인프라/건설,전국단위,공공주도,부분매칭,,No,,0.0,0,,0.0,0,55522000,140.8,B급_간접관련
,"기술개발 생산성향상, 사업화 촉진",계속사업,Y,N,Y,Y,N,N,N,한국산업기술진흥원,,"14,306,000천원",중소조선 및 기자재 미국진출 지원,중소조선 및 기자재 미국진출 지원,"7,663,000천원",유통물류기반조,"50,000,000천원",4300 중견기업육성,"50,000,000천원",000 -,17천원,관(부문),202천원,6 예산안,202천원,감 사 업 개 요 및 경 비 내 역 항(프로그램) 사업(단위사업),1천원,,,2. 2026년도 세입세출예산안사업별 설명서 4권.txt,"직접수행, 민간보조",산업통상자원부,대규모(1000억원 이상),R&D/연구개발,일반,공공주도,매칭가능,[21]2026년도 성과계획서_산업통상자원부.pdf,No,,0.0,0,,0.0,0,14306000,140.4,B급_간접관련
,AI 기술 등을 활용한 농업농촌 체감형 서비스 모델 개발 보급,계속사업,N,Y,Y,Y,N,N,N,민간,0억원,"641,051,000천원",재해예방(지특),농업농촌국민체감AX전환기술개발(R&D),"1,575,000천원",재해예방(지특),"641,051,000천원",4000 농업생산기반정비,"641,051,000천원",,,,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 3권.txt,"지자체보조, 민간보조",민간,대규모(1000억원 이상),R&D/연구개발,일반,민간주도,매칭어려움,,No,,0.0,0,,0.0,0,641051000,140.0,B급_간접관련
,해양 정책 지원,계속사업,N,Y,N,N,N,N,Y,지자체 6. 지방비매칭  137.7억원,16.7억원,"390,376,000천원",권역별 해양바이오 특성화 거점 구축(자율),권역별 해양바이오 특성화 거점 구축(자율),"1,674,000천원",해양관광육성(지,"13,772,000천원",,,,,,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 3권.txt,"지자체보조, 지방비매칭",지자체,대규모(1000억원 이상),인프라/건설,지역특화,공공주도,부분매칭,,No,,0.0,0,,0.0,0,390376000,140.0,B급_간접관련
,스마트시티 분야 연구개발사업 수행,계속사업,Y,N,N,Y,N,N,N,국토교통과학기술진흥원,,"90,639,000천원",철도정보화(정보,스마트시티인프라AIoT핵심기술개발(R&D),"6,000,000천원",철도정보화(정보,"5,071,000천원",4200 국토교통정보화,"90,639,000천원",,,,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 5권.txt,"직접수행, 출연",국토교통부,대규모(1000억원 이상),R&D/연구개발,일반,공공주도,매칭가능,[26]2026년도 성과계획서_국토교통부.pdf,Yes,철도정보화(정보화),5.071,5071,불일치,17773.99,440,90639000,135.20000000000002,B급_간접관련
,환경관련 정책 및 기술 연구개발 등,계속사업,N,N,N,Y,N,N,N,한국환경연구원,,"130,195,000천원",건축공간연구원,한국환경연구원(R&D),"30,282,000천원",건축공간연구원,"14,048,000천원",,,,,,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 1권.txt,출연,환경부,대규모(1000억원 이상),R&D/연구개발,일반,공공주도,매칭가능,[23]2026년도 성과계획서_환경부.pdf,No,,0.0,0,,0.0,0,130195000,132.0,B급_간접관련
,우주기업의 생태계 조성 및 경쟁력 강화를 위한 우주전문인력 양 성 및 지원,계속사업,Y,N,Y,Y,N,N,N,"국가, 한국항공우주연구원",,"821,461,000천원",우주항공문화 저변 확대,우주항공전문인력양성(R&D),"6,000,000천원",우주핵심기술개,"34,338,000천원",우주항공문화 저변 확대,"486,000천원",우주기술혁신인재양성(R&D),"3,000,000천원",한국과학우주청소년단지원,"343,000천원",,,,,,,2. 2026년도 세입세출예산안사업별 설명서 2권.txt,"직접수행, 출연",국가기관,대규모(1000억원 이상),지원/보조,전국단위,공공주도,부분매칭,,No,,0.0,0,,0.0,0,821461000,132.0,B급_간접관련
,농축산물 구매 시 할인 지원,계속사업,Y,Y,Y,N,N,N,Y,"국가, 지자체, 민간",802억원,"562,497,000천원",첨단바이오기술기반수요연계형그린바이오소재산업화기술,농식품바우처,"73,991,000천원",농촌일자리및경,"17,310,000천원",관(부문),202천원,6 예산안,202천원,감 사 업 개 요 및 경 비 내 역 항(프로그램) 사업(단위사업),410천원,0 농촌복지및지역활성,"562,497,000천원",000 화,1천원,,,2. 2026년도 세입세출예산안사업별 설명서 3권.txt,"직접수행, 지자체보조, 민간보조, 지방비매칭",국가기관,대규모(1000억원 이상),지원/보조,전국단위,관민협력(3자),부분매칭,,No,,0.0,0,,0.0,0,562497000,132.0,B급_간접관련
,해양생태계 체계적 보전 이용 관리,계속사업,Y,Y,N,N,N,Y,Y,"국가, 지자체 6. 지방비매칭  26억원",26억원,"138,410,000천원",잡수입,해양생태계 조사 및 관리,"11,284,000천원",해양공간 통합관리,"4,490,000천원",해양환경개선 및,"39,734,000천원",우수해양생태계 보호,"26,412,000천원",해양 기후변화 감시예측 통합관리체계 구축,"2,600,000천원",,,,,,,2. 2026년도 세입세출예산안사업별 설명서 3권.txt,"직접수행, 지자체보조, 지방비매칭",국가기관,대규모(1000억원 이상),운영/관리,지역특화,공공주도,부분매칭,,No,,0.0,0,,0.0,0,138410000,132.0,B급_간접관련
,해양에너지 및 해양광물자원 기술개발,계속사업,Y,N,N,Y,N,N,N,"국가, 한국어촌어항공단",,"89,834,000천원",해양자원이용기,국가 어업 ax플랫폼,"10,200,000천원",해양자원이용기,"10,241,000천원",,,,,,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 3권.txt,출연,국가기관,대규모(1000억원 이상),R&D/연구개발,전국단위,공공주도,부분매칭,,No,,0.0,0,,0.0,0,89834000,132.0,B급_간접관련
,국가해양환경통합정보 등 구축,계속사업,Y,N,N,N,N,N,N,국가,,"24,396,000천원",해양환경정보(정보화),해양환경정보(정보화),"599,000천원",항행안전정보(정,"24,396,000천원",,,,,,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 3권.txt,직접수행,국가기관,대규모(1000억원 이상),인프라/건설,전국단위,공공주도,부분매칭,,No,,0.0,0,,0.0,0,24396000,132.0,B급_간접관련
,정보화사업 지원,계속사업,Y,N,N,Y,N,N,N,국가,,"76,630,000천원",해양경찰정보화관리(정보화),해양경찰정보화관리(정보화),"29,921,000천원",해양경비지원시스템구축관리(정보화),"707,000천원",해양안전시스템구축관리(정보화),"5,492,000천원",연구개발,"76,630,000천원",,,,,,,,,2. 2026년도 세입세출예산안사업별 설명서 3권.txt,"직접수행, 출연",국가기관,대규모(1000억원 이상),지원/보조,전국단위,공공주도,부분매칭,,No,,0.0,0,,0.0,0,76630000,132.0,B급_간접관련
